133044773,604743621
133044773,69439206
133044773,2946639063
133044773,224725853
133044773,3949753547
133044773,2937824939
133044773,339876003
133044773,527968666
133044773,150540216
133044773,238196176
133044773,74130353
133044773,3426360886
133044773,3243408865
133044773,3023868185
133044773,248876932
133044773,2556960799
133044773,3240264517
133044773,3144967081
133044773,1956599797
133044773,139262438
133044773,1144627574
133044773,2716095656
133044773,3194114632
133044773,3166209989
133044773,2931974899
133044773,3085190387
133044773,3070162012
133044773,3013019405
133044773,3001183378
133044773,2876395264
133044773,378758916
133044773,2862008473
133044773,700112682
133044773,262132499
133044773,2941354800
133044773,91191683
133044773,299454765
133044773,759956786
133044773,2840733447
133044773,51531687
133044773,2808342271
133044773,2593571905
133044773,2826201572
133044773,2815072478
133044773,701424103
133044773,2390085960
133044773,357877590
133044773,2232158954
133044773,2611582387
133044773,2563890230
133044773,2485046408
133044773,2206689264
133044773,1692448314
133044773,1574273683
133044773,34097243
133044773,123334786
133044773,357912696
133044773,108042915
133044773,2294737379
133044773,103272904
133044773,1922635874
133044773,2212598652
133044773,1563054378
133044773,81967817
133044773,23580853
133044773,222185107
133044773,19275624
133044773,1447180974
133044773,1375036627
133044773,1176775538
133044773,120562568
133044773,199333362
133044773,23086718
133044773,1415610710
133044773,72110541
133044773,45367505
133044773,829299002
133044773,323575266
133044773,1228309146
133044773,118382707
133044773,922991030
133044773,21137180
133044773,416336724
133044773,532333143
133044773,497500806
133044773,330954032
133044773,378088328
133044773,44739761
133044773,549452113
133044773,540369405
133044773,524562188
133044773,382110035
133044773,294527712
133044773,177981856
133044773,382164207
133044773,20863139
133044773,388632826
133044773,16980735
133044773,366081634
133044773,32154925
133044773,18617456
133044773,121217251
133044773,14217211
133044773,60483451
133044773,15321472
133044773,19894068
26926933,2862955835
26926933,15394659
26926933,3192630546
26926933,3298496779
26926933,625850843
26926933,3391256428
26926933,3875866822
26926933,1620965394
26926933,3034036138
26926933,174309779
26926933,636383045
26926933,3167209968
26926933,282308016
26926933,2642944665
26926933,1174245582
26926933,2467058131
26926933,235790790
26926933,898724863
26926933,3185435824
26926933,3209034946
26926933,1663865216
26926933,3893221257
26926933,24897626
26926933,235371680
26926933,102466772
26926933,458099461
26926933,3129306985
26926933,3319749955
26926933,2396810687
26926933,396779192
26926933,3333280059
26926933,3228853726
26926933,3942568762
26926933,38890794
26926933,4116189734
26926933,4104257832
26926933,1064408922
26926933,2566466744
26926933,3119823098
26926933,4005330134
26926933,2552449291
26926933,335320739
26926933,3119570431
26926933,3229988592
26926933,95001048
26926933,1514608057
26926933,257982380
26926933,3854283914
26926933,3375322990
26926933,71165327
26926933,3314682151
26926933,799871364
26926933,3731735952
26926933,2436879253
26926933,3680542163
26926933,1385203406
26926933,102825730
26926933,3719792175
26926933,163242091
26926933,3906667760
26926933,33948749
26926933,2237190078
26926933,3245865590
26926933,398857111
26926933,53798141
26926933,3932761997
26926933,24092030
26926933,3475394654
26926933,1532634804
26926933,972980756
26926933,117188558
26926933,3493871361
26926933,145751362
26926933,3102622272
26926933,3244536332
26926933,2436928212
26926933,3321487037
26926933,70014084
26926933,217216442
26926933,846469946
26926933,246543338
26926933,277097223
26926933,24745879
26926933,444589891
26926933,2655309255
26926933,3660788594
26926933,1612069291
26926933,16278833
26926933,3607330814
26926933,3594731060
26926933,3488843772
26926933,3371936173
26926933,466189539
26926933,3575999592
26926933,247545587
26926933,596560217
26926933,846689454
26926933,227487828
26926933,3111627534
26926933,187562948
26926933,18493333
26926933,121293114
26926933,3146545543
26926933,306876433
26926933,3312723139
26926933,1618978627
26926933,3333579190
26926933,1265202290
26926933,298053817
26926933,281742046
26926933,2468867313
26926933,75371185
26926933,63211545
26926933,3123631122
26926933,3235273692
26926933,3320523673
26926933,2430746059
26926933,3169023631
26926933,220398822
26926933,3319137973
26926933,2465044322
26926933,1855672921
26926933,3315457464
26926933,3162673332
26926933,27375000
26926933,1948760617
26926933,28680288
26926933,928849124
26926933,35505770
26926933,3074013672
26926933,3323839361
26926933,3324254591
26926933,574046543
26926933,333076279
26926933,3322667447
26926933,3383252609
26926933,159163164
26926933,1515248215
26926933,473412315
26926933,3299711419
26926933,28056649
26926933,257175687
26926933,2818370198
26926933,1354420118
26926933,117820013
26926933,310257195
26926933,3283625870
26926933,2483213400
26926933,3280723062
26926933,57844381
26926933,49865110
26926933,3260031458
26926933,264260094
26926933,3267638186
26926933,39679156
26926933,41806920
26926933,43724789
26926933,2633403820
26926933,2825248801
26926933,111478588
26926933,635791559
26926933,148089111
26926933,2886857070
26926933,851118391
26926933,2167627404
26926933,1902231084
26926933,24581575
26926933,557411649
26926933,19191229
26926933,3016009591
26926933,132982168
26926933,22003735
26926933,380089148
26926933,25205346
26926933,139900179
26926933,308299664
26926933,433795719
26926933,3235334629
26926933,3233679907
26926933,394418767
26926933,17412990
26926933,265742115
26926933,1447295666
26926933,1584795344
26926933,112384079
26926933,3043712544
26926933,3182182040
26926933,253351190
26926933,584242224
26926933,3294285604
26926933,16248710
26926933,140131658
26926933,367817081
26926933,1562297048
26926933,18438022
26926933,23953625
26926933,2246668123
26926933,1228728290
26926933,2781528270
26926933,52651470
26926933,588895636
26926933,3100793907
26926933,3186858248
26926933,3237644373
26926933,2228655517
26926933,2860888392
26926933,393101479
26926933,1170217087
26926933,22201313
26926933,369791959
26926933,55706910
26926933,3140541729
26926933,1445581466
26926933,121553635
26926933,2274894577
26926933,2819563887
26926933,1682522179
26926933,47276565
26926933,3122010508
26926933,3029143005
26926933,2579383444
26926933,3095899084
